City_ID,City,Country,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
337,nikolskoye,RU,59.7035,30.7861,34.88,99,100,7.63,light snow
338,vila velha,BR,-20.3297,-40.2925,91.35,57,40,11.99,scattered clouds
339,geraldton,AU,-28.7667,114.6,72.01,88,0,12.66,moderate rain
340,olinda,BR,-8.0089,-34.8553,85.73,62,40,11.5,scattered clouds
341,saldanha,ZA,-33.0117,17.9442,66.22,78,67,20.71,broken clouds
342,dinhata,IN,26.1333,89.4667,65.3,50,24,4.12,few clouds
343,laguna,US,38.421,-121.4238,53.06,96,75,4.61,mist
344,ensley,US,30.5188,-87.2728,57.56,84,90,1.01,overcast clouds
345,itarema,BR,-2.9248,-39.9167,84.96,62,100,13.89,overcast clouds
346,bathsheba,BB,13.2167,-59.5167,84.81,61,40,13.8,scattered clouds
347,birjand,IR,32.8663,59.2211,44.94,56,100,2.33,overcast clouds
348,imeni poliny osipenko,RU,52.4201,136.4853,-30.78,100,90,3.11,overcast clouds
349,sioux lookout,CA,50.1001,-91.917,-14.42,76,90,8.05,overcast clouds
350,la palma,US,33.8464,-118.0467,61.9,88,20,0.0,mist
351,veraval,IN,20.9,70.3667,73.18,79,37,6.67,scattered clouds
352,astana,KZ,51.1801,71.446,4.95,85,0,6.71,clear sky
353,bayji,IQ,34.9311,43.487,51.91,59,0,6.62,clear sky
354,canchungo,GW,12.0672,-16.0333,93.65,23,47,8.7,scattered clouds
355,podgornoye,RU,51.735,39.1496,37.62,93,90,13.42,light intensity drizzle
356,diffa,NE,13.3154,12.6113,78.51,20,99,10.42,overcast clouds
357,huanren,CN,41.2647,125.3667,7.63,92,5,1.3,clear sky
358,avera,US,33.194,-82.5271,51.46,78,95,4.18,overcast clouds
359,mandurah,AU,-32.55,115.7,73.65,76,0,13.4,clear sky
360,sanmenxia,CN,34.7747,111.1814,34.14,84,71,7.18,broken clouds
361,nuuk,GL,64.1835,-51.7216,27.21,74,75,23.02,snow
362,walvis bay,NA,-22.9575,14.5053,65.08,65,6,15.84,clear sky
363,cukai,MY,4.25,103.4167,75.54,91,69,8.34,broken clouds
364,conde,BR,-7.2597,-34.9075,85.46,66,75,13.8,broken clouds
365,linhares,BR,-19.3911,-40.0722,88.27,50,98,9.98,overcast clouds
366,ashington,GB,50.9331,-0.3909,43.02,73,20,1.01,few clouds
367,isangel,VU,-19.55,169.2667,78.96,81,100,8.37,overcast clouds
368,oktyabrskiy,RU,54.4815,53.471,-10.46,100,12,1.41,few clouds
369,kalmunai,LK,7.4167,81.8167,76.3,89,25,8.32,scattered clouds
370,lixourion,GR,38.2019,20.4314,60.8,82,40,11.5,scattered clouds
371,kleive,NO,62.7954,7.6359,35.83,86,40,3.44,light snow
372,acapulco,MX,16.8634,-99.8901,82.22,65,1,4.61,clear sky
373,de-kastri,RU,51.4667,140.7833,-10.89,92,7,5.97,clear sky
374,zhuhai,CN,22.2769,113.5678,69.85,88,0,2.3,clear sky
375,hobyo,SO,5.3505,48.5268,79.27,72,77,16.15,broken clouds
376,mount darwin,ZW,-16.7725,31.5838,74.08,71,100,3.58,overcast clouds
377,coahuayana,MX,18.7333,-103.6833,81.88,39,5,0.67,clear sky
378,ulaangom,MN,49.9811,92.0667,-15.9,87,72,2.8,broken clouds
379,yetkul,RU,54.8221,61.588,-9.02,95,18,3.33,few clouds
380,samarai,PG,-10.6167,150.6667,80.31,82,86,8.75,overcast clouds
381,yar-sale,RU,66.8333,70.8333,-13.92,98,100,4.9,overcast clouds
382,haverfordwest,GB,51.8017,-4.9691,42.55,71,7,1.01,clear sky
383,berlevag,NO,70.8578,29.0864,13.95,73,40,12.66,light snow
384,vao,NC,-22.6667,167.4833,78.49,80,90,18.39,overcast clouds
385,opuwo,NA,-18.0607,13.84,92.05,7,99,13.49,overcast clouds
386,dabakala,CI,8.3667,-4.4333,95.88,12,39,5.06,scattered clouds
387,port augusta,AU,-32.5,137.7667,64.54,77,7,15.19,clear sky
388,soverato,IT,38.685,16.5499,57.15,65,0,8.77,clear sky
389,krasnoselkup,RU,65.7,82.4667,0.21,94,100,18.95,light snow
390,seymchan,RU,62.8833,152.4333,-5.73,97,94,2.66,overcast clouds
391,salalah,OM,17.0151,54.0924,77.09,27,0,17.27,clear sky
392,anadyr,RU,64.75,177.4833,0.0,84,88,13.0,overcast clouds
393,kajaani,FI,64.2273,27.7285,17.65,93,75,2.3,light snow
394,zhelyabovka,UA,45.3988,34.7578,48.51,82,20,9.1,few clouds
395,puerto del rosario,ES,28.5004,-13.8627,69.55,56,20,18.41,few clouds
396,zhigansk,RU,66.7697,123.3711,-49.13,99,64,7.76,broken clouds
397,launceston,AU,-41.45,147.1667,56.84,83,90,8.01,light rain
398,port-gentil,GA,-0.7193,8.7815,81.27,77,100,8.68,overcast clouds
399,road town,VG,18.4167,-64.6167,84.24,65,40,10.36,scattered clouds
400,dakoro,NE,14.5106,6.765,78.42,20,36,9.66,scattered clouds
401,tashara,RU,55.5195,83.5094,15.24,92,100,7.7,overcast clouds
402,dudinka,RU,69.4058,86.1778,-7.38,93,100,19.37,overcast clouds
403,pemba,MZ,-12.974,40.5178,82.62,80,84,10.83,moderate rain
404,terra santa,BR,-2.1042,-56.4869,86.99,55,98,4.81,overcast clouds
405,hovd,MN,48.0056,91.6419,1.74,78,59,2.62,broken clouds
406,lewiston,US,44.1003,-70.2148,36.52,94,90,0.0,snow
407,saint-ambroise,CA,48.5501,-71.3324,18.9,92,100,3.11,light snow
408,ugoofaaru,MV,5.6667,73.0,82.09,73,94,12.71,overcast clouds
409,kuusamo,FI,65.9667,29.1833,8.64,85,90,3.44,light snow
410,ialibu,PG,-6.2821,143.9935,56.55,98,100,1.81,light rain
411,anshun,CN,26.25,105.9333,50.13,96,95,9.15,overcast clouds
412,bacolod,PH,10.6667,122.95,75.65,87,100,11.54,overcast clouds
413,kuliyapitiya,LK,7.4688,80.0401,78.48,92,74,7.29,broken clouds
414,fortuna,US,40.5982,-124.1573,51.93,94,90,7.0,overcast clouds
415,lorengau,PG,-2.0226,147.2712,80.71,80,83,11.34,broken clouds
416,iskateley,RU,67.6803,53.1512,-28.64,99,38,7.34,scattered clouds
417,nabire,ID,-3.3667,135.4833,76.84,84,100,2.35,overcast clouds
418,mayo,US,38.8876,-76.5119,40.98,79,100,4.0,overcast clouds
419,anandpur sahib,IN,31.25,76.5,54.48,97,100,5.19,overcast clouds
420,labuhan,ID,-6.8844,112.2051,77.76,75,100,7.96,overcast clouds
421,hit,IQ,33.6416,42.8251,51.85,59,0,5.68,clear sky
422,storsteinnes,NO,69.2408,19.2344,22.37,99,96,2.35,overcast clouds
423,boyuibe,BO,-20.4167,-63.2833,75.11,62,96,9.55,overcast clouds
424,jarvenpaa,FI,60.4737,25.0899,32.7,96,90,4.61,light snow
425,nambucca heads,AU,-30.65,153.0,73.99,89,76,9.06,broken clouds
426,nyalikungu,TZ,-3.1833,33.7833,73.62,49,93,6.96,overcast clouds
427,arlit,NE,18.7369,7.3853,78.39,14,0,4.0,clear sky
428,ostrovnoy,RU,68.0531,39.5131,3.92,96,100,19.77,light snow
429,apt,FR,43.8833,5.4,40.84,61,4,27.31,clear sky
430,pochutla,MX,15.7432,-96.4661,83.82,45,0,3.0,clear sky
431,qaqortoq,GL,60.7167,-46.0333,25.3,79,100,23.64,overcast clouds
432,ferrol,ES,43.4832,-8.2369,53.85,80,90,17.09,overcast clouds
433,byron bay,AU,-28.65,153.6167,76.95,93,42,11.63,scattered clouds
434,nalut,LY,30.3333,10.85,61.03,30,9,5.7,clear sky
435,saint-francois,FR,46.4154,3.9054,38.48,85,75,4.61,broken clouds
436,najran,SA,17.4924,44.1277,63.03,53,31,11.86,scattered clouds
437,sibolga,ID,1.7427,98.7792,76.42,87,17,3.13,few clouds
438,vysoke,UA,50.3833,29.5167,45.05,97,100,3.36,overcast clouds
439,linjiang,CN,41.8069,126.9078,1.47,96,7,0.96,clear sky
440,katsuura,JP,35.1333,140.3,40.19,64,80,10.54,broken clouds
441,mogapinyana,BW,-22.3667,27.6,90.36,26,81,11.92,broken clouds
442,snezhnogorsk,RU,69.1933,33.2531,5.79,96,100,10.69,overcast clouds
443,hem,FR,50.6526,3.1868,42.66,72,20,1.01,few clouds
444,copiapo,CL,-27.3667,-70.3333,69.49,32,0,8.88,clear sky
445,takaka,NZ,-40.85,172.8,66.38,82,100,2.71,overcast clouds
446,moron,AR,-34.6534,-58.6198,83.01,43,0,3.0,clear sky
447,mgandu,TZ,-5.95,34.1333,71.73,58,100,5.55,overcast clouds
448,tabou,CI,4.423,-7.3528,84.42,66,67,6.51,broken clouds
449,san cristobal,VE,7.7669,-72.225,78.98,38,61,6.29,broken clouds
450,codrington,AU,-38.2667,141.9667,61.57,95,88,9.01,overcast clouds
451,nara,JP,34.6851,135.8049,40.28,51,100,0.56,overcast clouds
452,nanakuli,US,21.3906,-158.1547,70.03,88,1,4.61,light rain
453,vagur,FO,61.4732,-6.8119,35.37,51,52,4.0,broken clouds
454,moyale,KE,3.5167,39.0584,76.77,48,95,9.6,overcast clouds
455,san quintin,MX,30.4833,-115.95,58.12,71,2,3.0,clear sky
456,mogadishu,SO,2.0371,45.3438,79.72,85,73,20.69,broken clouds
457,nueve de julio,AR,-35.4444,-60.8831,84.78,10,0,7.02,clear sky
458,agirish,RU,61.9247,63.0231,-12.3,93,6,5.82,clear sky
459,hazleton,US,40.9584,-75.9746,34.03,74,1,4.61,clear sky
460,aguimes,ES,27.9054,-15.4461,67.66,56,75,24.16,broken clouds
461,sabzevar,IR,36.2126,57.6819,39.0,90,100,6.29,overcast clouds
462,evensk,RU,61.95,159.2333,14.47,80,52,12.71,broken clouds
463,grindavik,IS,63.8424,-22.4338,39.67,87,75,11.5,broken clouds
464,panalingaan,PH,8.7842,117.4231,76.44,85,39,4.72,scattered clouds
465,zambezi,ZM,-13.5432,23.1047,70.32,87,100,4.27,light rain
466,partizanskoye,RU,55.5006,94.39,18.52,91,100,5.28,overcast clouds
467,uruzgan,AF,32.8333,66.0,41.83,71,42,0.45,scattered clouds
468,verkhoyansk,RU,67.5447,133.385,-58.2,99,50,2.24,scattered clouds
469,bambanglipuro,ID,-7.95,110.2833,76.78,71,99,2.37,overcast clouds
470,mayor pablo lagerenza,PY,-19.9309,-60.7718,91.33,46,98,5.1,overcast clouds
471,lethem,GY,3.3803,-59.7968,91.69,31,87,11.68,overcast clouds
472,dosso,NE,13.049,3.1937,87.49,16,19,7.07,few clouds
473,rio grande city,US,26.3798,-98.8203,66.74,49,0,3.6,clear sky
474,nizhniy tsasuchey,RU,50.5167,115.1333,-4.97,97,26,5.12,scattered clouds
475,severobaykalsk,RU,55.65,109.3167,6.53,89,14,5.61,few clouds
476,druskininkai,LT,54.0167,23.9667,34.93,95,100,6.85,light rain
477,bilibino,RU,68.0546,166.4372,-4.14,95,92,3.8,overcast clouds
478,bilma,NE,18.6853,12.9164,73.0,21,77,7.02,broken clouds
479,shimoda,JP,34.6667,138.95,37.11,68,99,7.99,overcast clouds
480,marzuq,YE,14.4,46.4667,68.22,71,61,3.29,broken clouds
481,kilindoni,TZ,-7.9139,39.6668,83.16,76,100,15.88,overcast clouds
482,fairbanks,US,64.8378,-147.7164,-32.91,74,1,0.0,clear sky
483,batangafo,CF,7.3008,18.2833,91.8,18,97,3.53,overcast clouds
484,warmbad,NA,-28.45,18.7333,91.06,7,0,13.62,clear sky
485,macapa,BR,0.0389,-51.0664,85.98,66,75,9.22,broken clouds
486,grand gaube,MU,-20.0064,57.6608,80.38,74,90,7.0,overcast clouds
487,tres arroyos,AR,-38.3739,-60.2798,86.31,13,2,2.04,clear sky
488,oksfjord,NO,70.2396,22.3479,21.38,86,100,8.03,light snow
489,angoche,MZ,-16.2325,39.9086,82.8,77,100,8.01,light rain
490,lisakovsk,KZ,52.5369,62.4936,13.26,96,99,6.64,overcast clouds
491,balikpapan,ID,-1.2675,116.8289,74.39,100,40,5.75,scattered clouds
492,hoima,UG,1.4356,31.3436,75.07,41,81,2.53,broken clouds
493,emerald,AU,-23.5333,148.1667,80.35,63,11,10.45,few clouds
494,lata,PT,40.1629,-8.3327,55.92,97,100,13.04,overcast clouds
495,makakilo city,US,21.3469,-158.0858,68.61,88,1,4.61,light rain
496,whitecourt,CA,54.1502,-115.6855,-23.57,100,93,1.81,overcast clouds
497,imeni babushkina,RU,59.7573,43.1285,12.99,93,100,8.77,overcast clouds
498,caravelas,BR,-17.7125,-39.2481,85.71,57,100,11.03,overcast clouds
499,slyudyanka,RU,51.6594,103.7061,14.14,82,59,4.97,broken clouds
500,puerto escondido,MX,15.85,-97.0667,82.9,53,0,2.01,clear sky
501,belyy yar,RU,53.6039,91.3903,12.09,89,90,4.47,smoke
502,saint-pierre,RE,-21.3393,55.4781,81.28,77,0,12.66,clear sky
503,lompoc,US,34.6391,-120.4579,62.08,68,1,8.05,clear sky
504,cumbum,IN,9.7333,77.3,70.86,85,48,1.45,scattered clouds
505,karakol,KG,42.4907,78.3936,24.39,73,91,5.46,overcast clouds
506,tomatlan,MX,19.9333,-105.25,78.01,42,25,1.77,scattered clouds
507,bharatpur,IN,27.2167,77.4833,58.46,64,100,5.35,moderate rain
508,madera,US,37.1666,-119.8343,48.0,94,26,1.88,scattered clouds
509,novichikha,RU,52.204,81.3877,12.04,92,100,4.97,overcast clouds
510,sheridan,US,44.8333,-106.9173,-3.35,72,90,3.0,light snow
511,maxixe,MZ,-23.8597,35.3472,81.18,66,84,12.01,broken clouds
512,jibuti,DJ,11.5,42.5,76.42,71,42,11.59,scattered clouds
513,saint-augustin,CA,51.226,-58.6502,7.92,72,25,10.25,scattered clouds
514,rio grande,BR,-32.035,-52.0986,77.11,62,100,21.68,overcast clouds
515,paulo afonso,BR,-9.4061,-38.2147,91.63,37,100,5.59,overcast clouds
516,varkaus,FI,62.3153,27.873,26.31,99,100,2.64,light snow
517,coihaique,CL,-45.5752,-72.0662,68.61,54,23,10.56,few clouds
518,lerwick,GB,60.1545,-1.1494,35.6,62,65,20.29,broken clouds
519,leshukonskoye,RU,64.8989,45.7622,-2.49,97,100,9.86,light snow
520,paamiut,GL,61.994,-49.6678,22.77,78,100,10.45,light snow
521,narsaq,GL,60.9167,-46.05,25.02,86,100,8.95,overcast clouds
522,malsch,DE,48.8833,8.3333,39.83,81,77,11.3,broken clouds
523,nouadhibou,MR,20.931,-17.0347,70.88,55,100,2.98,overcast clouds
524,dzilam gonzalez,MX,21.2833,-88.9333,78.03,57,0,4.29,clear sky
525,bandar-e anzali,IR,37.4727,49.4622,46.51,67,6,7.07,clear sky
526,severomuysk,RU,56.1481,113.4267,-0.54,89,89,2.51,overcast clouds
527,boende,CD,-0.2167,20.8667,81.46,59,100,1.9,overcast clouds
528,leshan,CN,29.5623,103.7639,49.95,71,100,0.58,overcast clouds
529,thongwa,MM,16.7619,96.5278,78.96,55,3,6.87,clear sky
530,teguldet,RU,57.3064,88.1667,12.38,90,100,7.05,overcast clouds
531,otukpo,NG,7.1913,8.1329,95.2,16,18,4.32,few clouds
532,black river,JM,18.0264,-77.8487,83.98,43,0,3.27,clear sky
533,pokosnoye,RU,55.5258,101.0536,5.31,95,100,2.59,overcast clouds
534,pacific grove,US,36.6177,-121.9166,52.81,93,1,7.0,clear sky
535,mayskiy,RU,47.6931,40.1025,44.01,83,100,16.64,overcast clouds
536,bucerias,MX,20.75,-105.3333,69.78,78,1,4.61,clear sky
537,aroysund,NO,59.1806,10.455,31.19,69,0,10.36,clear sky
538,maddela,PH,16.3414,121.6849,69.1,95,96,2.21,overcast clouds
539,beringovskiy,RU,63.05,179.3167,1.31,97,31,8.41,scattered clouds
540,ban nahin,LA,18.2418,104.2122,67.15,65,0,3.69,clear sky
541,havelock,US,34.8791,-76.9013,66.97,84,75,5.75,mist
542,ati,TD,13.2154,18.3353,83.66,20,37,5.03,scattered clouds
543,kambove,CD,-10.8764,26.5969,63.64,97,100,1.74,moderate rain
544,wamba,NG,8.9333,8.6,92.05,17,93,4.12,overcast clouds
545,kualakapuas,ID,-3.0091,114.3876,80.76,95,100,2.08,overcast clouds
546,peniche,PT,39.3558,-9.3811,58.48,90,100,21.72,overcast clouds
547,frei paulo,BR,-10.5494,-37.5344,84.97,56,97,9.48,overcast clouds
548,pemberton,CA,50.3164,-122.8027,5.4,96,100,0.72,overcast clouds
549,mapiripan,CO,2.8892,-72.1256,90.66,28,89,12.86,overcast clouds
550,zyryanka,RU,65.75,150.85,-19.25,98,100,6.04,overcast clouds
551,richards bay,ZA,-28.783,32.0377,78.66,87,25,10.22,scattered clouds
552,kanigoro,ID,-8.13,112.219,72.81,84,100,2.13,overcast clouds
553,keffi,NG,8.8486,7.8736,92.66,16,96,1.81,overcast clouds
554,inongo,CD,-1.95,18.2667,78.22,70,100,0.81,overcast clouds
555,thinadhoo,MV,0.5333,72.9333,81.57,76,98,8.77,overcast clouds
556,baoshan,CN,46.5586,131.4244,-3.64,87,100,2.53,overcast clouds
557,nemuro,JP,43.3236,145.575,25.83,68,46,21.16,scattered clouds
558,cherdyn,RU,60.403,56.4787,-23.1,100,81,2.66,broken clouds
559,kirakira,SB,-10.4544,161.9205,78.17,91,100,7.87,light rain
560,cuitareo,MX,19.6167,-100.6,53.55,37,1,3.04,clear sky
561,namatanai,PG,-3.6667,152.4333,78.49,84,77,4.25,light rain
562,kudahuvadhoo,MV,2.6708,72.8944,82.17,77,91,14.7,overcast clouds
563,polson,US,47.6936,-114.1632,8.74,95,100,9.04,light snow
564,aljezur,PT,37.3191,-8.8033,59.05,69,48,15.17,scattered clouds
565,kpandae,GH,8.4689,-0.0113,95.88,16,91,3.69,overcast clouds
566,taoudenni,ML,22.6783,-3.9836,77.09,14,0,4.23,clear sky
567,hambantota,LK,6.1241,81.1185,73.74,100,20,6.91,few clouds
568,bida,NG,9.0833,6.0167,96.21,15,92,2.21,overcast clouds
569,cienfuegos,CU,22.1461,-80.4356,80.74,65,20,3.44,few clouds
570,korla,CN,41.7597,86.1469,24.55,59,98,5.79,overcast clouds
571,isiro,CD,2.7739,27.616,77.22,42,82,3.56,broken clouds
572,muzhi,RU,65.3667,64.6667,-12.59,76,15,15.08,few clouds
573,goderich,CA,43.7501,-81.7165,35.91,90,100,28.16,light rain
574,kutum,SD,14.2,24.6667,68.7,22,7,6.42,clear sky
575,cap malheureux,MU,-19.9842,57.6142,80.47,75,89,4.0,overcast clouds
576,sakaiminato,JP,35.55,133.2333,41.52,69,100,5.88,overcast clouds
577,shenjiamen,CN,29.9576,122.298,50.49,85,100,21.85,overcast clouds
578,galesong,ID,-5.3166,119.3661,73.42,81,100,4.14,overcast clouds
579,liepaja,LV,56.5419,21.0367,39.25,87,90,16.11,light rain
580,lons,FR,43.3167,-0.4,46.26,53,90,0.0,overcast clouds
581,oloron-sainte-marie,FR,43.1944,-0.6107,45.97,89,95,3.06,overcast clouds
582,amuntai,ID,-2.4177,115.2494,74.66,96,76,1.86,broken clouds
583,vestmannaeyjar,IS,63.4427,-20.2734,41.99,87,90,29.93,overcast clouds
584,partenit,UA,44.578,34.3446,50.22,88,38,13.58,scattered clouds
585,flinders,AU,-34.5833,150.8552,73.38,91,72,1.99,light rain
586,knysna,ZA,-34.0363,23.0471,68.52,71,50,8.84,scattered clouds
587,los angeles,US,34.0522,-118.2437,61.0,72,1,0.0,clear sky
588,deputatskiy,RU,69.3,139.9,-28.79,94,93,0.65,overcast clouds
589,sidrolandia,BR,-20.9319,-54.9614,86.79,56,94,9.86,overcast clouds
590,gazojak,TM,41.1875,61.4036,43.07,59,100,5.19,overcast clouds
591,dingle,PH,10.9995,122.6711,74.07,89,100,8.84,overcast clouds
592,deori khas,IN,23.4,79.0167,66.33,48,89,3.53,overcast clouds
593,santa cruz de la palma,ES,28.6835,-17.7642,67.14,69,13,17.22,few clouds
594,saquarema,BR,-22.92,-42.5103,93.24,67,100,2.48,overcast clouds
595,aketi,CD,2.7388,23.7833,84.9,36,29,2.98,scattered clouds
596,mackay,AU,-21.15,149.2,83.68,91,5,5.39,clear sky
597,burayevo,RU,55.8407,55.4083,-16.49,100,38,2.8,scattered clouds
598,gat,IL,31.61,34.7642,61.48,100,7,2.01,clear sky
599,maridi,SS,4.9158,29.4742,81.07,26,100,0.78,overcast clouds
600,prince rupert,CA,54.3161,-130.3201,2.75,84,95,9.53,overcast clouds
601,egvekinot,RU,66.3167,-179.1667,18.5,76,98,3.15,overcast clouds
602,srivardhan,IN,18.0333,73.0167,74.71,81,96,6.31,overcast clouds
603,kjollefjord,NO,70.9457,27.3465,15.85,79,0,3.44,clear sky
604,laurel,US,39.0993,-76.8483,40.5,81,1,1.01,clear sky
605,novyy svit,UA,47.8059,38.0211,40.66,95,100,11.34,overcast clouds
606,borogontsy,RU,62.6683,131.1683,-49.22,100,63,1.66,broken clouds
607,bayonet point,US,28.3267,-82.6834,73.18,82,100,1.99,overcast clouds
608,puerto quijarro,BO,-17.7833,-57.7667,83.73,76,100,4.43,overcast clouds
609,hagersville,CA,42.9668,-80.0497,38.53,84,100,23.85,overcast clouds
610,dano,BF,11.15,-3.0667,91.9,11,28,7.09,scattered clouds
611,manakara,MG,-22.1333,48.0167,76.33,93,93,10.63,moderate rain
612,nieuwpoort,BE,51.1244,2.7735,44.02,70,75,14.97,broken clouds
613,gubkinskiy,RU,64.434,76.5026,-19.41,94,97,11.92,overcast clouds
614,dunedin,NZ,-45.8742,170.5036,52.14,73,40,14.03,scattered clouds
615,warrnambool,AU,-38.3833,142.4833,67.8,93,99,15.88,overcast clouds
616,ust-shonosha,RU,61.1531,41.343,18.1,94,100,8.95,overcast clouds
617,novomykolayivka,UA,47.9781,35.9102,44.26,96,100,9.66,overcast clouds
618,smidovich,RU,48.6,133.8167,-22.5,100,83,0.92,broken clouds
619,cabedelo,BR,-6.9811,-34.8339,86.67,66,68,13.09,broken clouds
620,izumo,JP,35.3667,132.7667,39.07,81,100,5.17,moderate rain
621,sayyan,YE,15.1718,44.3244,56.32,72,32,2.75,scattered clouds
622,cedar city,US,37.6775,-113.0619,34.77,69,1,5.75,clear sky
623,westport,US,41.1415,-73.3579,41.81,95,90,1.01,light rain
624,jasper,US,37.2001,-94.3502,29.35,59,40,3.0,scattered clouds
625,quelimane,MZ,-17.8786,36.8883,80.62,82,100,5.91,light rain
626,manzhouli,CN,49.6,117.4333,-7.19,99,35,2.82,scattered clouds
627,temirtau,KZ,50.0544,72.9483,-1.95,100,58,5.23,broken clouds
628,ola,RU,59.5833,151.2833,25.61,82,99,18.3,overcast clouds
629,aripuana,BR,-9.1667,-60.6333,80.56,74,100,3.87,overcast clouds
630,birin,NP,26.8865,88.0718,48.78,73,64,2.3,broken clouds
631,sao miguel do araguaia,BR,-13.275,-50.1628,81.32,80,60,6.89,light rain
632,lyuban,BY,52.7985,28.0048,37.4,91,100,8.14,overcast clouds
633,muros,ES,42.7762,-9.0603,54.1,78,97,16.96,overcast clouds
634,lagunas,PE,-5.2269,-75.6753,93.85,32,84,5.61,broken clouds
635,mahibadhoo,MV,3.7833,72.9667,81.99,77,99,17.02,overcast clouds
636,diplo,PK,24.4667,69.584,69.31,70,57,3.89,broken clouds
637,inyonga,TZ,-6.7167,32.0667,69.71,82,100,5.03,overcast clouds
638,auki,SB,-8.7676,160.7034,78.93,87,100,6.26,overcast clouds
639,umm lajj,SA,25.0213,37.2685,75.76,33,5,14.43,clear sky
640,corund,RO,46.4667,25.1833,44.69,79,21,4.14,few clouds
641,menomonie,US,44.8755,-91.9193,15.82,79,100,17.27,light snow
642,waingapu,ID,-9.6567,120.2641,75.92,87,100,6.24,overcast clouds
643,grand-lahou,CI,5.1367,-5.0242,85.24,64,58,9.71,broken clouds
644,zvishavane,ZW,-20.3267,30.0665,79.21,59,100,4.29,overcast clouds
645,clyde,US,41.3042,-82.9752,41.31,72,64,23.94,broken clouds
646,lazaro cardenas,MX,17.9583,-102.2,80.24,69,3,4.23,clear sky
647,priiskovyy,RU,51.9333,116.6333,-17.27,99,43,1.54,scattered clouds
648,nanticoke,US,41.2054,-76.0049,37.65,76,100,1.99,overcast clouds
649,tifton,US,31.4505,-83.5085,57.29,82,90,5.75,overcast clouds
650,karatau,KZ,43.1667,70.4667,36.55,97,100,3.94,overcast clouds
651,katangli,RU,51.7102,143.2326,-6.93,88,60,14.58,broken clouds
652,aransas pass,US,27.9095,-97.15,69.84,83,1,7.0,clear sky
653,oktyabrskoye,RU,43.0645,44.7417,35.74,86,75,8.95,broken clouds
654,san ramon de la nueva oran,AR,-23.1322,-64.326,73.76,92,100,3.04,overcast clouds
655,sobolevo,RU,54.4299,31.8996,34.09,93,100,11.54,overcast clouds
656,iquitos,PE,-3.7481,-73.2472,91.44,52,0,10.36,clear sky
657,homer,US,59.6425,-151.5483,17.76,81,1,3.44,clear sky
658,bathurst,AU,-33.4166,149.5806,68.83,87,93,13.4,overcast clouds
659,gizo,SB,-8.103,156.8419,82.18,78,97,10.09,moderate rain
660,lebedinyy,RU,58.5167,125.5167,-13.22,95,100,6.15,overcast clouds
661,guerrero negro,MX,27.9769,-114.0611,59.74,75,13,4.32,few clouds
662,batagay,RU,67.6333,134.6333,-54.98,98,49,0.87,scattered clouds
663,sinnamary,GF,5.3833,-52.95,79.63,81,68,8.5,broken clouds
664,tula,RU,54.2044,37.6111,35.02,99,100,15.41,overcast clouds
665,marawi,PH,7.9986,124.2928,69.66,98,80,1.41,broken clouds
666,bismil,TR,37.8486,40.6658,38.93,55,0,1.63,clear sky
667,kandi,BJ,11.1342,2.9386,91.49,16,76,5.5,broken clouds
668,khalkhal,IR,37.6189,48.5258,20.86,90,39,0.6,scattered clouds
669,lufilufi,WS,-13.8745,-171.5986,76.78,74,81,10.11,broken clouds
670,chokwe,MZ,-24.5333,32.9833,96.58,33,87,8.57,overcast clouds
671,surt,LY,31.2089,16.5887,65.1,47,0,4.88,clear sky
